Kinase_UniprotID,name,pathways,Database
Q15642,TRIP10,RTK|TCR,SignaLink
P60953,CDC42,RTK|TGF|TCR|IIP,SignaLink
Q15642,TRIP10,RTK|TGF|TCR|IIP,SignaLink
P46940,IQGAP1,RTK|TGF|TCR|IIP,SignaLink
O60610,DIAPH1,BCR|RTK|TCR|IIP,SignaLink
P20645,M6PR,BCR|RTK|TCR|IIP,SignaLink
Q9NP31,SH2D2A,BCR|RTK|TCR|IIP,SignaLink
Q13464,ROCK1,WNT/Wingless|TCR|IIP,SignaLink
Q9NP31,SH2D2A,WNT/Wingless|TCR|IIP,SignaLink
Q495A1,TIGIT,WNT/Wingless|TCR|IIP,SignaLink
P18627,LAG3,WNT/Wingless|TCR|IIP,SignaLink
P46379,BAG6,WNT/Wingless|TCR|IIP,SignaLink
Q8TDQ0,HAVCR2,WNT/Wingless|TCR|IIP,SignaLink
P06729,CD2,WNT/Wingless|TCR|IIP,SignaLink
P19256,CD58,WNT/Wingless|TCR|IIP,SignaLink
O60610,DIAPH1,WNT/Wingless|TCR|IIP,SignaLink
P61769,B2M,WNT/Wingless|TCR|IIP,SignaLink
Q15762,CD226,BCR|RTK|TCR|IIP,SignaLink
P16070,CD44,JAK/STAT,SignaLink
Q92574,TSC1,WNT/Wingless|RTK,SignaLink
Q15762,CD226,WNT/Wingless|RTK,SignaLink
Q13094,LCP2,RTK|TCR,SignaLink
Q13191,CBLB,RTK|TCR|JAK/STAT,SignaLink
O43639,NCK2,RTK,SignaLink
P01730,CD4,TCR,SignaLink
P10747,CD28,TCR,SignaLink
Q9Y6R4,MAP3K4,RTK,SignaLink
P61769,B2M,TCR,SignaLink
P61769,B2M,RTK|TCR,SignaLink
Q04759,PRKCQ,RTK|TCR,SignaLink
P52735,VAV2,IIP,SignaLink
P16150,SPN,IIP,SignaLink
O95267,RASGRP1,BCR|RTK|TCR,SignaLink
P41240,CSK,RTK|TCR,SignaLink
Q9ULV8,CBLC,TCR,SignaLink
Q9ULV8,CBLC,BCR|RTK,SignaLink
Q8IVH8,MAP4K3,RTK,SignaLink
O15530,PDPK1,RTK,SignaLink
Q9UDY8,MALT1,BCR|TCR,SignaLink
Q04206,RELA,BCR|TLR,SignaLink
P20749,BCL3,TCR,SignaLink
Q495A1,TIGIT,TCR,SignaLink
Q96E93,KLRG1,TCR,SignaLink
P06729,CD2,TCR,SignaLink
P29274,ADORA2A,BCR|TLR,SignaLink
Q96E93,KLRG1,RTK|TCR|JAK/STAT,SignaLink
Q8TB45,DEPTOR,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
O15304,SIVA1,RTK,SignaLink
Q9H7M9,VSIR,RTK|Notch,SignaLink
Q495A1,TIGIT,BCR|TLR|TCR,SignaLink
P42681,TXK,BCR|TLR|TCR,SignaLink
P29274,ADORA2A,RTK|TCR|JAK/STAT,SignaLink
Q495A1,TIGIT,RTK|TCR|JAK/STAT,SignaLink
O95727,CRTAM,RTK|TCR|JAK/STAT,SignaLink
Q14160,SCRIB,RTK|TCR|JAK/STAT,SignaLink
P06729,CD2,RTK|TCR|JAK/STAT,SignaLink
Q15762,CD226,RTK|TCR|JAK/STAT,SignaLink
P40200,CD96,RTK|TCR|JAK/STAT,SignaLink
P16150,SPN,BCR|RTK,SignaLink
Q08881,ITK,RTK|TCR|IIP,SignaLink
P42680,TEC,BCR|RTK|TCR|IIP,SignaLink
Q93033,CD101,BCR|RTK|TCR|IIP,SignaLink
Q9UQC2,GAB2,RTK|TCR,SignaLink
Q13588,GRAP,RTK,SignaLink
P42680,TEC,RTK,SignaLink
P30203,CD6,RTK,SignaLink
O95257,GADD45G,RTK,SignaLink
O75293,GADD45B,RTK,SignaLink
Q495A1,TIGIT,RTK,SignaLink
O15117,FYB1,RTK,SignaLink
O95147,DUSP14,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
Q9UL17,TBX21,RTK|TCR|JAK/STAT,SignaLink
P52630,STAT2,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
Q9BY67,CADM1,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
Q9UL17,TBX21,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
O95727,CRTAM,RTK|TCR,SignaLink
Q15762,CD226,RTK|TCR,SignaLink
Q495A1,TIGIT,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
Q96E93,KLRG1,BCR|TCR|JAK/STAT,SignaLink
Q9Y6W8,ICOS,RTK|TCR|JAK/STAT,SignaLink
Q9BZS1,FOXP3,RTK|TCR|JAK/STAT,SignaLink
Q5DX21,IGSF11,RTK|TCR|JAK/STAT,SignaLink
P09326,CD48,RTK|TCR|JAK/STAT,SignaLink
Q15465,SHH,HH,SignaLink
Q9GZV5,WWTR1,HH,SignaLink
P05121,SERPINE1,TGF,SignaLink
Q9NTG7,SIRT3,TGF,SignaLink
P00749,PLAU,TGF,SignaLink
P17535,JUND,RTK,SignaLink
P14210,HGF,RTK,SignaLink
P10070,GLI2,RTK,SignaLink
P24821,TNC,RTK,SignaLink
Q9UKX5,ITGA11,RTK,SignaLink
P09382,LGALS1,RTK,SignaLink
P43116,PTGER2,WNT/Wingless|NHR|TGF|RTK,SignaLink
P09382,LGALS1,RTK|TGF,SignaLink
P62942,FKBP1A,BCR|TGF,SignaLink
Q03135,CAV1,RTK,SignaLink
O15105,SMAD7,RTK|TGF,SignaLink
Q13418,ILK,RTK|TGF,SignaLink
O95405,ZFYVE9,TGF,SignaLink
Q9HAU4,SMURF2,WNT/Wingless|TGF,SignaLink
P01133,EGF,RTK,SignaLink
P15514,AREG,RTK,SignaLink
Q9BYM8,RBCK1,JAK/STAT|RTK|TLR|IIP,SignaLink
Q8N5C8,TAB3,IIP,SignaLink
Q9H0F6,SHARPIN,IIP,SignaLink
Q96EP0,RNF31,IIP,SignaLink
Q9NPH3,IL1RAP,JAK/STAT,SignaLink
P08047,SP1,RTK|TGF,SignaLink
P14921,ETS1,RTK,SignaLink
Q00613,HSF1,RTK|Notch,SignaLink
P18146,EGR1,RTK|Notch,SignaLink
P50281,MMP14,JAK/STAT,SignaLink
Q9UKX5,ITGA11,JAK/STAT,SignaLink
P18084,ITGB5,JAK/STAT,SignaLink
P17301,ITGA2,JAK/STAT,SignaLink
P56199,ITGA1,JAK/STAT,SignaLink
Q13418,ILK,JAK/STAT,SignaLink
P08047,SP1,JAK/STAT,SignaLink
P10451,SPP1,RTK|TGF,SignaLink
P04004,VTN,RTK|TGF,SignaLink
P06756,ITGAV,RTK|TGF,SignaLink
Q03405,PLAUR,RTK|JAK/STAT,SignaLink
P05556,ITGB1,RTK|JAK/STAT,SignaLink
P08047,SP1,RTK|JAK/STAT,SignaLink
P05556,ITGB1,WNT/Wingless|NHR|TGF|RTK,SignaLink
Q9UKX5,ITGA11,WNT/Wingless|RTK|TGF,SignaLink
Q9UL25,RAB21,WNT/Wingless|RTK|TGF,SignaLink
Q15063,POSTN,WNT/Wingless|RTK|TGF,SignaLink
P05556,ITGB1,WNT/Wingless|RTK|TGF,SignaLink
Q9NRY4,ARHGAP35,RTK,SignaLink
Q9UKX5,ITGA11,IIP,SignaLink
P61073,CXCR4,TCR|IIP,SignaLink
P42702,LIFR,JAK/STAT,SignaLink
P13725,OSM,JAK/STAT,SignaLink
Q12884,FAP,JAK/STAT,SignaLink
P08887,IL6R,JAK/STAT,SignaLink
P05121,SERPINE1,JAK/STAT,SignaLink
P15036,ETS2,BCR|TCR|JAK/STAT,SignaLink
P35354,PTGS2,JAK/STAT,SignaLink
P05230,FGF1,RTK,SignaLink
P35354,PTGS2,RTK,SignaLink
P38484,IFNGR2,JAK/STAT,SignaLink
P08620,FGF4,RTK,SignaLink
P09038,FGF2,RTK,SignaLink
P11487,FGF3,RTK,SignaLink
Q8WU20,FRS2,RTK,SignaLink
P11362,FGFR1,RTK,SignaLink
P00533,EGFR,RTK|JAK/STAT,SignaLink
P08069,IGF1R,RTK,SignaLink
P35568,IRS1,NHR|RTK|JAK/STAT,SignaLink
P60484,PTEN,RTK|TCR,SignaLink
P01344,IGF2,RTK,SignaLink
P05019,IGF1,RTK,SignaLink
P17936,IGFBP3,RTK,SignaLink
P22692,IGFBP4,RTK,SignaLink
Q00059,TFAM,RTK|Notch,SignaLink
Q14623,IHH,HH,SignaLink
P01350,GAST,RTK|TGF,SignaLink
Q8TB45,DEPTOR,RTK,SignaLink
Q15365,PCBP1,RTK|TGF|TCR|IIP,SignaLink
O75365,PTP4A3,RTK|TGF|TCR|IIP,SignaLink
Q06413,MEF2C,RTK,SignaLink
O75365,PTP4A3,RTK,SignaLink
P31749,AKT1,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
P01100,FOS,RTK|TLR|TCR,SignaLink
O75365,PTP4A3,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P19838,NFKB1,BCR|TLR|TCR,SignaLink
O75365,PTP4A3,BCR|TLR|TCR,SignaLink
O15554,KCNN4,BCR|TLR|TCR,SignaLink
Q9UKI2,CDC42EP3,BCR|TLR|TCR,SignaLink
P08253,MMP2,RTK,SignaLink
O75365,PTP4A3,RTK|TLR|TCR,SignaLink
P84077,ARF1,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
O75365,PTP4A3,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
O75365,PTP4A3,RTK|TCR,SignaLink
P09238,MMP10,RTK,SignaLink
P14780,MMP9,RTK,SignaLink
O95600,KLF8,RTK,SignaLink
P50281,MMP14,RTK,SignaLink
Q15672,TWIST1,RTK,SignaLink
P52926,HMGA2,RTK,SignaLink
P21583,KITLG,RTK,SignaLink
O95863,SNAI1,WNT/Wingless|NHR|TGF|RTK,SignaLink
Q15672,TWIST1,WNT/Wingless|NHR|TGF|RTK,SignaLink
P52926,HMGA2,RTK|TGF,SignaLink
P25791,LMO2,RTK|TGF,SignaLink
O95863,SNAI1,RTK|TGF,SignaLink
P52926,HMGA2,JAK/STAT|NHR|TCR|IIP,SignaLink
P37275,ZEB1,RTK,SignaLink
P25791,LMO2,RTK,SignaLink
O43623,SNAI2,RTK,SignaLink
O95863,SNAI1,RTK,SignaLink
O43524,FOXO3,TNF|RTK|TCR|IIP,SignaLink
P08047,SP1,TNF|RTK|TCR|IIP,SignaLink
O95863,SNAI1,TNF|RTK|TCR|IIP,SignaLink
Q9Y6C2,EMILIN1,RTK|TGF,SignaLink
P09958,FURIN,RTK|TGF,SignaLink
P08253,MMP2,RTK|TGF,SignaLink
P14780,MMP9,RTK|TGF,SignaLink
P07996,THBS1,RTK|TGF,SignaLink
P45452,MMP13,RTK|TGF,SignaLink
P05556,ITGB1,RTK|TGF,SignaLink
Q9NPB6,PARD6A,TGF,SignaLink
O75365,PTP4A3,WNT/Wingless|TGF,SignaLink
P50281,MMP14,WNT/Wingless|TGF,SignaLink
Q9BUB5,MKNK1,WNT/Wingless|RTK,SignaLink
P06756,ITGAV,WNT/Wingless|RTK,SignaLink
P05106,ITGB3,WNT/Wingless|RTK,SignaLink
P05814,CSN2,WNT/Wingless|RTK,SignaLink
O95863,SNAI1,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
O96013,PAK4,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q13153,PAK1,RTK|TCR|IIP,SignaLink
Q13009,TIAM1,TCR|IIP,SignaLink
Q9UQB8,BAIAP2,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
Q96F07,CYFIP2,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
O95863,SNAI1,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
Q07912,TNK2,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
Q9Y2A7,NCKAP1,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
Q12982,BNIP2,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
Q96F07,CYFIP2,BCR|RTK|TCR,SignaLink
Q9Y2A7,NCKAP1,BCR|RTK|TCR,SignaLink
Q5VT25,CDC42BPA,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q15672,TWIST1,BCR|RTK|IIP,SignaLink
O75914,PAK3,BCR|RTK|IIP,SignaLink
Q13882,PTK6,RTK|JAK/STAT,SignaLink
P15391,CD19,BCR,SignaLink
Q5VT25,CDC42BPA,JAK/STAT|NHR|TCR|IIP,SignaLink
Q13547,HDAC1,JAK/STAT|NHR|TCR|IIP,SignaLink
O15379,HDAC3,JAK/STAT|NHR|TCR|IIP,SignaLink
P35226,BMI1,WNT/Wingless,SignaLink
Q15672,TWIST1,WNT/Wingless,SignaLink
P37275,ZEB1,WNT/Wingless|RTK|TGF,SignaLink
Q14191,WRN,WNT/Wingless|RTK|TGF,SignaLink
P24941,CDK2,WNT/Wingless|RTK|TGF,SignaLink
P08254,MMP3,BCR|RTK|IIP,SignaLink
P24941,CDK2,BCR|RTK|IIP,SignaLink
O43623,SNAI2,BCR|RTK|IIP,SignaLink
P24941,CDK2,RTK,SignaLink
P11802,CDK4,WNT/Wingless|RTK|TGF,SignaLink
Q13547,HDAC1,WNT/Wingless|RTK|TGF,SignaLink
O15379,HDAC3,WNT/Wingless|RTK|TGF,SignaLink
Q96AX9,MIB2,Notch,SignaLink
P49768,PSEN1,Notch,SignaLink
P78536,ADAM17,NHR|Notch,SignaLink
O43623,SNAI2,Notch,SignaLink
Q15672,TWIST1,RTK|TGF,SignaLink
O15379,HDAC3,RTK|TGF,SignaLink
Q9UBP5,HEY2,RTK|TGF,SignaLink
Q05655,PRKCD,JAK/STAT|TCR|IIP,SignaLink
Q13443,ADAM9,JAK/STAT|TCR|IIP,SignaLink
P09619,PDGFRB,RTK,SignaLink
P21802,FGFR2,RTK,SignaLink
P22607,FGFR3,RTK,SignaLink
P09238,MMP10,JAK/STAT|NHR|TCR|IIP,SignaLink
P08254,MMP3,JAK/STAT|NHR|TCR|IIP,SignaLink
P51511,MMP15,JAK/STAT|NHR|TCR|IIP,SignaLink
P51512,MMP16,JAK/STAT|NHR|TCR|IIP,SignaLink
P03956,MMP1,JAK/STAT|NHR|TCR|IIP,SignaLink
P14780,MMP9,JAK/STAT|NHR|TCR|IIP,SignaLink
P45452,MMP13,JAK/STAT|NHR|TCR|IIP,SignaLink
P51511,MMP15,RTK|IIP,SignaLink
P50570,DNM2,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
Q9H2X6,HIPK2,TGF,SignaLink
P08254,MMP3,TGF,SignaLink
P45452,MMP13,TGF,SignaLink
P25025,CXCR2,IIP,SignaLink
Q9NVN8,GNL3L,IIP,SignaLink
Q9BVP2,GNL3,IIP,SignaLink
P06493,CDK1,IIP,SignaLink
P53350,PLK1,IIP,SignaLink
O95271,TNKS,IIP,SignaLink
Q9NVW2,RLIM,TGF,SignaLink
Q9UKT5,FBXO4,TGF,SignaLink
O43255,SIAH2,TGF,SignaLink
O43255,SIAH2,RTK,SignaLink
P53350,PLK1,RTK,SignaLink
Q9NZ71,RTEL1,RTK,SignaLink
Q9UHC7,MKRN1,RTK,SignaLink
Q9H6T3,RPAP3,RTK,SignaLink
Q13185,CBX3,RTK,SignaLink
Q13185,CBX3,WNT/Wingless|RTK|TGF,SignaLink
P35251,RFC1,WNT/Wingless|RTK|TGF,SignaLink
P35250,RFC2,WNT/Wingless|RTK|TGF,SignaLink
P40938,RFC3,WNT/Wingless|RTK|TGF,SignaLink
P35249,RFC4,WNT/Wingless|RTK|TGF,SignaLink
P40937,RFC5,WNT/Wingless|RTK|TGF,SignaLink
P24522,GADD45A,RTK|TCR,SignaLink
P54132,BLM,RTK|TCR,SignaLink
Q92547,TOPBP1,RTK,SignaLink
P40692,MLH1,RTK,SignaLink
P54278,PMS2,RTK,SignaLink
P43246,MSH2,RTK,SignaLink
P52701,MSH6,RTK,SignaLink
Q00535,CDK5,RTK,SignaLink
P53041,PPP5C,RTK,SignaLink
Q96J02,ITCH,JAK/STAT|Notch|TGF|IIP,SignaLink
P00519,ABL1,RTK,SignaLink
O96017,CHEK2,RTK,SignaLink
Q14676,MDC1,RTK,SignaLink
P27694,RPA1,RTK,SignaLink
P35244,RPA3,RTK,SignaLink
Q86VP6,CAND1,RTK,SignaLink
Q8NB91,FANCB,RTK,SignaLink
Q9NPD8,UBE2T,RTK,SignaLink
Q9NPD8,UBE2T,Notch,SignaLink
P27694,RPA1,Notch,SignaLink
P15927,RPA2,Notch,SignaLink
P35244,RPA3,Notch,SignaLink
Q13535,ATR,Notch,SignaLink
O14757,CHEK1,Notch,SignaLink
Q9NS91,RAD18,Notch,SignaLink
P61088,UBE2N,JAK/STAT|IIP,SignaLink
O14757,CHEK1,JAK/STAT|IIP,SignaLink
Q13535,ATR,JAK/STAT|IIP,SignaLink
O96017,CHEK2,JAK/STAT|IIP,SignaLink
O94782,USP1,JAK/STAT|IIP,SignaLink
Q13309,SKP2,JAK/STAT|IIP,SignaLink
P27694,RPA1,BCR,SignaLink
P15927,RPA2,BCR,SignaLink
P15927,RPA2,RTK,SignaLink
O94782,USP1,RTK,SignaLink
P27694,RPA1,HH,SignaLink
P15927,RPA2,BCR|HH,SignaLink
P35244,RPA3,BCR|HH,SignaLink
P27694,RPA1,BCR|HH,SignaLink
Q0VG06,FAAP100,BCR|HH,SignaLink
P54132,BLM,BCR|HH,SignaLink
Q9HB96,FANCE,BCR|HH,SignaLink
Q9NPI8,FANCF,BCR|HH,SignaLink
O15287,FANCG,BCR|HH,SignaLink
Q9NW38,FANCL,BCR|HH,SignaLink
Q8IYD8,FANCM,BCR|HH,SignaLink
Q9NP87,POLM,Notch,SignaLink
O94782,USP1,Notch,SignaLink
P40692,MLH1,Notch,SignaLink
P54278,PMS2,Notch,SignaLink
P43246,MSH2,Notch,SignaLink
P52701,MSH6,Notch,SignaLink
P06493,CDK1,Notch,SignaLink
P53350,PLK1,Notch,SignaLink
P24941,CDK2,Notch,SignaLink
Q9UNH5,CDC14A,Notch,SignaLink
P50613,CDK7,Notch,SignaLink
P51948,MNAT1,Notch,SignaLink
P30291,WEE1,Notch,SignaLink
P30304,CDC25A,Notch,SignaLink
O00311,CDC7,Notch,SignaLink
Q9UBU7,DBF4,Notch,SignaLink
O60921,HUS1,Notch,SignaLink
O75943,RAD17,Notch,SignaLink
O60671,RAD1,Notch,SignaLink
Q8WXE1,ATRIP,Notch,SignaLink
Q9HAW4,CLSPN,Notch,SignaLink
Q9BVW5,TIPIN,Notch,SignaLink
Q99640,PKMYT1,Notch,SignaLink
Q96GD4,AURKB,Notch,SignaLink
O15392,BIRC5,Notch,SignaLink
Q9NQS7,INCENP,Notch,SignaLink
Q9NQS7,INCENP,BCR,SignaLink
Q9UNH5,CDC14A,HH,SignaLink
Q13309,SKP2,BCR,SignaLink
P53350,PLK1,BCR,SignaLink
P53350,PLK1,WNT/Wingless|RTK|TGF,SignaLink
Q13535,ATR,WNT/Wingless|RTK|TGF,SignaLink
O96017,CHEK2,WNT/Wingless|RTK|TGF,SignaLink
O43683,BUB1,RTK,SignaLink
Q86W56,PARG,WNT/Wingless,SignaLink
O43684,BUB3,WNT/Wingless,SignaLink
Q8WXE1,ATRIP,WNT/Wingless,SignaLink
O60921,HUS1,RTK,SignaLink
Q86W56,PARG,RTK,SignaLink
Q01094,E2F1,RTK,SignaLink
O60671,RAD1,RTK,SignaLink
Q05513,PRKCZ,RTK|TCR|IIP,SignaLink
Q15118,PDK1,RTK|TCR|IIP,SignaLink
Q15119,PDK2,RTK|TCR|IIP,SignaLink
Q15120,PDK3,IIP,SignaLink
Q16654,PDK4,IIP,SignaLink
P10144,GZMB,IIP,SignaLink
Q9NX18,SDHAF2,IIP,SignaLink
A6NFY7,SDHAF1,IIP,SignaLink
P12544,GZMA,RTK,SignaLink
P09874,PARP1,RTK,SignaLink
Q8N183,NDUFAF2,RTK,SignaLink
Q9H845,ACAD9,RTK,SignaLink
O95831,AIFM1,RTK,SignaLink
P36776,LONP1,RTK,SignaLink
Q15526,SURF1,RTK,SignaLink
Q9BSH4,TACO1,RTK,SignaLink
Q93008,USP9X,RTK,SignaLink
Q01094,E2F1,JAK/STAT|NHR|TCR|IIP,SignaLink
Q01094,E2F1,BCR|TLR|TCR,SignaLink
P06733,ENO1,BCR|TLR|TCR,SignaLink
P25490,YY1,Notch,SignaLink
Q9UH92,MLX,Notch,SignaLink
Q9HAP2,MLXIP,Notch,SignaLink
Q9H6Z9,EGLN3,RTK|Notch,SignaLink
Q9UH92,MLX,BCR|TLR|TCR,SignaLink
Q9HAP2,MLXIP,WNT/Wingless|RTK|TGF,SignaLink
Q16236,NFE2L2,BCR|TLR|TCR,SignaLink
Q9NX09,DDIT4,BCR|TLR|TCR,SignaLink
P58004,SESN2,BCR|TLR|TCR,SignaLink
P53355,DAPK1,BCR|TLR|TCR,SignaLink
Q53EL6,PDCD4,BCR|TLR|TCR,SignaLink
Q13617,CUL2,BCR|TLR|TCR,SignaLink
P40337,VHL,HH,SignaLink
Q13438,OS9,HH,SignaLink
Q13438,OS9,JAK/STAT|NHR|TCR|IIP,SignaLink
Q9NWT6,HIF1AN,JAK/STAT|NHR|TCR|IIP,SignaLink
O43290,SART1,JAK/STAT|NHR|TCR|IIP,SignaLink
P14174,MIF,JAK/STAT|NHR|TCR|IIP,SignaLink
Q9NSE2,CISH,NHR|JAK/STAT,SignaLink
Q13617,CUL2,NHR|JAK/STAT,SignaLink
Q92597,NDRG1,HH,SignaLink
Q96EB6,SIRT1,RTK|TGF|JAK/STAT,SignaLink
P22303,ACHE,RTK|TGF|JAK/STAT,SignaLink
P55060,CSE1L,RTK|TGF|JAK/STAT,SignaLink
P07384,CAPN1,RTK,SignaLink
P10144,GZMB,RTK,SignaLink
P17655,CAPN2,RTK,SignaLink
P07858,CTSB,RTK,SignaLink
Q9P0J1,PDP1,RTK,SignaLink
Q8NCN5,PDPR,RTK,SignaLink
P11161,EGR2,RTK,SignaLink
P06493,CDK1,RTK,SignaLink
P63098,PPP3R1,BCR|RTK,SignaLink
P39687,ANP32A,RTK,SignaLink
O43464,HTRA2,RTK,SignaLink
Q9H4P4,RNF41,RTK|TCR|IIP,SignaLink
O43464,HTRA2,RTK|TCR|IIP,SignaLink
Q9NR09,BIRC6,RTK|TCR|IIP,SignaLink
P02771,AFP,RTK|TCR|IIP,SignaLink
P06454,PTMA,RTK|TCR|IIP,SignaLink
P07711,CTSL,TNF,SignaLink
P06493,CDK1,TNF,SignaLink
Q7LG56,RRM2B,TNF,SignaLink
P31350,RRM2,TNF,SignaLink
Q16881,TXNRD1,TNF|RTK,SignaLink
O14867,BACH1,RTK,SignaLink
Q16236,NFE2L2,RTK,SignaLink
P29590,PML,TGF|JAK/STAT,SignaLink
Q16236,NFE2L2,TGF|JAK/STAT,SignaLink
P25774,CTSS,RTK,SignaLink
P07858,CTSB,Notch,SignaLink
Q9BUB7,TMEM70,RTK,SignaLink
P11474,ESRRA,NHR,SignaLink
Q8N5M1,ATPAF2,NHR,SignaLink
Q5TC12,ATPAF1,NHR,SignaLink
Q14318,FKBP8,NHR,SignaLink
Q16236,NFE2L2,NHR,SignaLink
P53355,DAPK1,NHR,SignaLink
Q9NX09,DDIT4,NHR,SignaLink
Q13619,CUL4A,NHR,SignaLink
P31350,RRM2,NHR,SignaLink
Q16531,DDB1,NHR,SignaLink
P23921,RRM1,NHR,SignaLink
Q14061,COX17,NHR,SignaLink
O43819,SCO2,RTK,SignaLink
Q00534,CDK6,RTK,SignaLink
O75880,SCO1,RTK,SignaLink
Q9UM11,FZR1,BCR|TLR|TCR,SignaLink
Q9HAP2,MLXIP,BCR|TLR|TCR,SignaLink
O43464,HTRA2,BCR|TLR|TCR,SignaLink
P41227,NAA10,BCR|TLR|TCR,SignaLink
P10144,GZMB,BCR|TLR|TCR,SignaLink
Q9Y3C5,RNF11,JAK/STAT|IIP,SignaLink
P21580,TNFAIP3,JAK/STAT|IIP,SignaLink
Q86VP1,TAX1BP1,JAK/STAT|IIP,SignaLink
Q969G6,RFK,JAK/STAT|IIP,SignaLink
Q9NQC7,CYLD,IIP,SignaLink
Q13526,PIN1,IIP,SignaLink
P17252,PRKCA,RTK,SignaLink
O15524,SOCS1,JAK/STAT,SignaLink
Q14145,KEAP1,JAK/STAT,SignaLink
Q9Y6I4,USP3,HH,SignaLink
Q8IYW5,RNF168,HH,SignaLink
P46736,BRCC3,HH,SignaLink
Q12888,TP53BP1,HH,SignaLink
O76064,RNF8,HH,SignaLink
Q13976,PRKG1,JAK/STAT|IIP,SignaLink
Q96FL9,GALNT14,JAK/STAT|IIP,SignaLink
P07339,CTSD,JAK/STAT|IIP,SignaLink
Q12923,PTPN13,JAK/STAT|IIP,SignaLink
Q9NVQ4,FAIM,JAK/STAT|IIP,SignaLink
Q8NB16,MLKL,RTK,SignaLink
P53355,DAPK1,TNF|JAK/STAT|RTK|IIP,SignaLink
P08138,NGFR,Notch,SignaLink
Q8WW43,APH1B,Notch,SignaLink
P08138,NGFR,RTK,SignaLink
Q15139,PRKD1,RTK,SignaLink
O95352,ATG7,RTK|TGF|TCR,SignaLink
O94817,ATG12,IIP,SignaLink
Q16611,BAK1,IIP,SignaLink
Q9C0C7,AMBRA1,RTK,SignaLink
P03901,MT-ND4L,TNF|RTK,SignaLink
Q9UI10,EIF2B4,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
Q9NR50,EIF2B3,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
Q13144,EIF2B5,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P18850,ATF6,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P28331,NDUFS1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
Q14232,EIF2B1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P05198,EIF2S1,RTK,SignaLink
P20042,EIF2S2,RTK,SignaLink
P41091,EIF2S3,RTK,SignaLink
O15239,NDUFA1,RTK,SignaLink
P18850,ATF6,RTK,SignaLink
P18848,ATF4,RTK,SignaLink
O60858,TRIM13,RTK,SignaLink
O00483,NDUFA4,RTK,SignaLink
O95178,NDUFB2,RTK,SignaLink
O43181,NDUFS4,RTK,SignaLink
P56181,NDUFV3,RTK,SignaLink
O43677,NDUFC1,RTK,SignaLink
Q9NR50,EIF2B3,RTK,SignaLink
Q9UI10,EIF2B4,RTK,SignaLink
Q13144,EIF2B5,RTK,SignaLink
P18847,ATF3,RTK,SignaLink
Q9UBV2,SEL1L,RTK,SignaLink
Q86TM6,SYVN1,RTK,SignaLink
Q99643,SDHC,RTK,SignaLink
Q07820,MCL1,TNF|JAK/STAT|RTK|IIP,SignaLink
O14920,IKBKB,BCR|TLR|TCR,SignaLink
P18850,ATF6,BCR|TLR|TCR,SignaLink
P18850,ATF6,TNF|JAK/STAT|RTK|IIP,SignaLink
P08100,RHO,TNF|JAK/STAT|RTK|IIP,SignaLink
Q99538,LGMN,WNT/Wingless|TGF|TCR|IIP,SignaLink
Q8NDX1,PSD4,WNT/Wingless|TGF|TCR|IIP,SignaLink
Q92974,ARHGEF2,RTK,SignaLink
P08700,IL3,JAK/STAT,SignaLink
P27797,CALR,JAK/STAT,SignaLink
Q13075,NAIP,JAK/STAT,SignaLink
P25774,CTSS,JAK/STAT,SignaLink
P30101,PDIA3,JAK/STAT,SignaLink
P25942,CD40,TLR|IIP,SignaLink
P49771,FLT3LG,TLR|IIP,SignaLink
P14174,MIF,JAK/STAT,SignaLink
P14174,MIF,TLR|IIP,SignaLink
P09429,HMGB1,IIP,SignaLink
O95782,AP2A1,TLR|IIP,SignaLink
O94973,AP2A2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P63010,AP2B1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
